repository,degree_centrality,pagerank_score,hub_score,authority_score,id,stars,language,source_edge_count,target_edge_count,total_edge_count
DLR-RM/stable-baselines3,0.2965459140690817,0.0005328100040912153,0.0008568931088172245,0.0008568931088172237,DLR-RM/stable-baselines3,13185,python,1007,49,1056
kedro-org/kedro,0.30609379387812413,0.0005327569236911804,0.0008903105253701861,0.0008903105253701857,kedro-org/kedro,10855,python,475,615,1090
JoeanAmier/TikTokDownloader,0.2858747542825049,0.0005322746066375334,0.0006937144900217015,0.000693714490021703,JoeanAmier/TikTokDownloader,14221,python,915,103,1018
GokuMohandas/mlops-course,0.30300477393990455,0.0005296075011497108,0.0008850123377694646,0.0008850123377694649,GokuMohandas/mlops-course,3348,jupyter notebook,1007,72,1079
GokuMohandas/Made-With-ML,0.30300477393990455,0.0005296075011497108,0.0008850123377694646,0.0008850123377694645,GokuMohandas/Made-With-ML,47445,jupyter notebook,1008,71,1079
CodeCutTech/Data-science,0.2951418140971637,0.0005287358264935004,0.00084518577400679,0.0008451857740067907,CodeCutTech/Data-science,4195,jupyter notebook,1016,35,1051
ml-tooling/opyrator,0.29373771412524574,0.0005276928244211772,0.0008272820486192683,0.0008272820486192678,ml-tooling/opyrator,3136,python,348,698,1046
MelihGulum/Comprehensive-Data-Science-AI-Project-Portfolio,0.2872788542544229,0.0005275345015084946,0.0006943803828046118,0.0006943803828046121,MelihGulum/Comprehensive-Data-Science-AI-Project-Portfolio,304,jupyter notebook,917,106,1023
kivy/kivy,0.27688851446222973,0.0005274408913088815,0.0006513429461829903,0.0006513429461829909,kivy/kivy,18926,python,406,580,986
httpie/cli,0.28194327436113453,0.000526929678230046,0.0006948692089819239,0.0006948692089819232,httpie/cli,38017,python,489,515,1004
catalyst-team/catalyst,0.29963493400730135,0.0005267645351377527,0.0008741519264311728,0.0008741519264311722,catalyst-team/catalyst,3376,python,722,345,1067
marimo-team/marimo,0.29626509407469814,0.0005250447761740678,0.000852911255102265,0.0008529112551022649,marimo-team/marimo,20694,python,369,686,1055
tangyudi/Ai-Learn,0.30131985397360295,0.0005246457039779251,0.0008875006560674854,0.000887500656067485,tangyudi/Ai-Learn,12945,unknown,112,961,1073
evidentlyai/evidently,0.29205279415894414,0.0005238693060049142,0.0007399198579874313,0.0007399198579874302,evidentlyai/evidently,7432,jupyter notebook,582,458,1040
mlrun/mlrun,0.29710755405784894,0.0005230841023140728,0.0008553719174013215,0.000855371917401321,mlrun/mlrun,1665,python,329,729,1058
pixeltable/pixeltable,0.29036787419264254,0.0005230582927831457,0.0007340848048924512,0.0007340848048924491,pixeltable/pixeltable,1548,python,230,804,1034
flet-dev/flet,0.2709912945801741,0.0005228887554299691,0.0006417031648165456,0.0006417031648165457,flet-dev/flet,15989,python,530,435,965
yamadashy/repomix,0.2766076944678461,0.0005226414845382881,0.0005519473538506294,0.0005519473538506301,yamadashy/repomix,24095,typescript,10,975,985
BasedHardware/omi,0.2805391743892165,0.0005222742761204328,0.0007338993713583018,0.0007338993713583027,BasedHardware/omi,12318,dart,966,33,999
kunal-kushwaha/DevOps-Bootcamp,0.2507722549845549,0.0005212249862497355,0.000340319999116682,0.00034031999911668213,kunal-kushwaha/DevOps-Bootcamp,2381,unknown,350,543,893
leon-ai/leon,0.28952541420949174,0.0005208262027314179,0.0007868060600190863,0.0007868060600190868,leon-ai/leon,17196,typescript,406,625,1031
ScottfreeLLC/AlphaPy,0.2906486941870261,0.0005204302879258133,0.0008541040643941653,0.0008541040643941653,ScottfreeLLC/AlphaPy,1719,python,858,177,1035
ARM-software/ComputeLibrary,0.2726762145464757,0.0005203262379122925,0.0006019186576476085,0.0006019186576476092,ARM-software/ComputeLibrary,3141,c++,959,12,971
donnemartin/data-science-ipython-notebooks,0.29795001404099974,0.0005201488813663728,0.0008768234334065295,0.0008768234334065291,donnemartin/data-science-ipython-notebooks,29043,python,629,432,1061
traceloop/openllmetry,0.2847514743049705,0.0005200755111231496,0.0007420207480526874,0.0007420207480526881,traceloop/openllmetry,7048,python,80,934,1014
lablup/backend.ai,0.27773097444538053,0.0005199494503817092,0.0006894437875857169,0.0006894437875857187,lablup/backend.ai,633,python,384,605,989
gradio-app/gradio,0.2959842740803145,0.0005195051919445806,0.0008691670445039952,0.0008691670445039951,gradio-app/gradio,42461,python,543,511,1054
kubeflow/katib,0.28952541420949174,0.0005187562500811947,0.0007300306430874822,0.0007300306430874803,kubeflow/katib,1681,python,405,626,1031
superlinked/sie,0.2959842740803145,0.0005177190447449766,0.0008555707010836522,0.0008555707010836518,superlinked/sie,1562,python,114,940,1054
HenryNdubuaku/maths-cs-ai-compendium,0.2957034540859309,0.0005172520204337146,0.000874854408023192,0.0008748544080231922,HenryNdubuaku/maths-cs-ai-compendium,3319,typescript,973,80,1053
MODSetter/SurfSense,0.2875596742488065,0.0005167406829613818,0.0007780026924518959,0.0007780026924518952,MODSetter/SurfSense,14019,python,909,115,1024
streamlit/streamlit,0.2951418140971637,0.0005163181328084344,0.0008723924751845824,0.0008723924751845824,streamlit/streamlit,44392,python,114,937,1051
apache/airflow,0.2917719741645605,0.000515375531013,0.0008479122962375361,0.0008479122962375356,apache/airflow,45232,python,784,255,1039
PostHog/posthog,0.28025835439483293,0.000513853193290586,0.0007038199079451282,0.0007038199079451286,PostHog/posthog,34164,python,851,147,998
learntocloud/learn-to-cloud,0.2816624543667509,0.0005138161698203285,0.0007334044844536508,0.0007334044844536509,learntocloud/learn-to-cloud,5758,css,388,615,1003
autogluon/autogluon,0.2942993541140129,0.00051379439849014,0.0008732015071077403,0.0008732015071077401,autogluon/autogluon,10266,python,761,287,1048
argoproj/argo-workflows,0.2816624543667509,0.0005131669914372316,0.0006845760589698154,0.0006845760589698147,argoproj/argo-workflows,16652,go,744,259,1003
zenml-io/zenml,0.2881213142375737,0.0005130918832802782,0.0007519352360621915,0.000751935236062191,zenml-io/zenml,5371,python,7,1019,1026
latent-to/bittensor,0.2712721145745577,0.0005129236311726788,0.0006789649658038656,0.0006789649658038645,latent-to/bittensor,1436,python,357,609,966
microsoft/IoT-For-Beginners,0.2729570345408593,0.0005119558881841365,0.0007037551894313354,0.0007037551894313351,microsoft/IoT-For-Beginners,16894,jupyter notebook,341,631,972
Yorko/mlcourse.ai,0.29121033417579334,0.000511175513975106,0.0008492428957593905,0.0008492428957593903,Yorko/mlcourse.ai,10566,python,838,199,1037
damklis/DataEngineeringProject,0.27773097444538053,0.0005109931934052761,0.0007260156365898898,0.0007260156365898897,damklis/DataEngineeringProject,1412,python,638,351,989
girafe-ai/ml-course,0.2914911541701769,0.0005107389708900072,0.0008648863000876343,0.000864886300087634,girafe-ai/ml-course,3475,jupyter notebook,556,482,1038
logicalclocks/hopsworks,0.28699803426003934,0.0005093142519276075,0.0008362944005423816,0.0008362944005423814,logicalclocks/hopsworks,1294,java,383,639,1022
LAION-AI/Open-Assistant,0.2940185341196293,0.0005090513857395148,0.0008832898875744808,0.0008832898875744804,LAION-AI/Open-Assistant,37417,python,941,106,1047
nukeop/nuclear,0.25863521482729573,0.0005083693820135062,0.00045176307114066047,0.00045176307114066014,nukeop/nuclear,17386,typescript,270,651,921
microsoft/nni,0.2926144341477113,0.000508086341138539,0.0008760164966628559,0.0008760164966628553,microsoft/nni,14350,python,342,700,1042
ultralytics/ultralytics,0.29121033417579334,0.0005077760950672424,0.0008684747361929545,0.0008684747361929539,ultralytics/ultralytics,56582,python,56,981,1037
getsentry/sentry,0.2782926144341477,0.0005077403519196319,0.0007268262410810909,0.0007268262410810908,getsentry/sentry,43727,python,534,457,991
iamismile/web-dev-resources,0.2723953945520921,0.0005072382982646655,0.0006837437427912887,0.0006837437427912885,iamismile/web-dev-resources,767,unknown,491,479,970
kubesphere/kubesphere,0.2690255546194889,0.0005057847896718854,0.0005431703720207709,0.0005431703720207715,kubesphere/kubesphere,16919,go,390,568,958
SerpentAI/SerpentAI,0.29036787419264254,0.0005056175944422079,0.0008705651491533659,0.0008705651491533648,SerpentAI/SerpentAI,6987,python,857,177,1034
HanaokaYuzu/Gemini-API,0.2799775344004493,0.0005054709550361129,0.0007658008833238615,0.0007658008833238618,HanaokaYuzu/Gemini-API,2763,python,916,81,997
nidhaloff/igel,0.2808199943836001,0.0005050327637915758,0.0007169167367339917,0.0007169167367339904,nidhaloff/igel,3137,python,285,715,1000
turbot/steampipe,0.2555461948890761,0.0005048107394089375,0.0004215571200955983,0.00042155712009559853,turbot/steampipe,7801,go,66,844,910
reflex-dev/reflex,0.2740803145183937,0.0005042814114666065,0.0007235342144081747,0.0007235342144081755,reflex-dev/reflex,28318,python,186,790,976
ashishpatel26/Andrew-NG-Notes,0.28952541420949174,0.0005039640559418048,0.0008691513575722947,0.0008691513575722948,ashishpatel26/Andrew-NG-Notes,3673,jupyter notebook,743,288,1031
piccolo-orm/piccolo,0.2766076944678461,0.000503471511448903,0.0007301390423476664,0.0007301390423476656,piccolo-orm/piccolo,1896,python,271,714,985
FrancoisPorcher/awesome-ai-tutorials,0.2707104745857905,0.0005033940219954913,0.0006491006712030407,0.0006491006712030404,FrancoisPorcher/awesome-ai-tutorials,119,python,894,70,964
caprover/caprover,0.2707104745857905,0.0005022424220175101,0.0006848713554376536,0.0006848713554376551,caprover/caprover,14994,typescript,680,284,964
emlearn/emlearn,0.2754844144903117,0.0005019785021864456,0.0008093274405526217,0.0008093274405526211,emlearn/emlearn,721,python,582,399,981
amplication/amplication,0.25273799494524013,0.0005017351095950014,0.0004046574859353922,0.00040465748593539197,amplication/amplication,15993,typescript,713,187,900
rerun-io/rerun,0.2628475147430497,0.0005011574130916075,0.0006866908171193999,0.0006866908171194002,rerun-io/rerun,10599,rust,168,768,936
sceneview/sceneview,0.2361696152766077,0.0005010444912536569,0.0003570148585926495,0.00035701485859265,sceneview/sceneview,1187,typescript,133,708,841
sematic-ai/sematic,0.2884021342319573,0.0005000006240766933,0.0008752676276661221,0.000875267627666121,sematic-ai/sematic,998,python,150,877,1027
artilleryio/artillery,0.2457174950856501,0.0005000000634178511,0.000369877352864892,0.0003698773528648919,artilleryio/artillery,8970,javascript,655,220,875
mage-ai/mage-ai,0.2841898343162033,0.0004998249564404579,0.0008433606037101088,0.0008433606037101085,mage-ai/mage-ai,8710,python,372,640,1012
expo/expo,0.2415051951698961,0.000498847442680109,0.0003159362588954394,0.00031593625889543916,expo/expo,49082,typescript,500,360,860
huggingface/datasets,0.2791350744172985,0.0004988071339154722,0.0007310472201430218,0.0007310472201430211,huggingface/datasets,21463,python,466,528,994
google-ai-edge/mediapipe,0.2656557146868857,0.0004987342746741653,0.0006195385471726733,0.0006195385471726732,google-ai-edge/mediapipe,35005,c++,489,457,946
fmind/mlops-python-package,0.2830665543386689,0.0004986103141209725,0.0008390475390416184,0.0008390475390416182,fmind/mlops-python-package,1409,jupyter notebook,549,459,1008
gamosoft/NoteDiscovery,0.2701488345970233,0.000498566076347844,0.0006969413211783726,0.0006969413211783739,gamosoft/NoteDiscovery,2461,javascript,511,451,962
Lightning-AI/LitServe,0.2701488345970233,0.0004976265532057289,0.000654987753524863,0.000654987753524862,Lightning-AI/LitServe,3878,python,858,104,962
shhossain/computer_science,0.2676214546475709,0.0004971455806810427,0.0006515313837878073,0.0006515313837878068,shhossain/computer_science,278,jupyter notebook,133,820,953
iterative/cml,0.2718337545633249,0.0004970282824353718,0.0006769863090644182,0.0006769863090644175,iterative/cml,4174,javascript,443,525,968
jhipster/generator-jhipster,0.25273799494524013,0.0004968930228572925,0.00041337264996283015,0.00041337264996283064,jhipster/generator-jhipster,22403,typescript,420,480,900
makeplane/plane,0.2707104745857905,0.0004964414185233743,0.000692929346025893,0.000692929346025894,makeplane/plane,48522,typescript,373,591,964
shellhub-io/shellhub,0.2367312552653749,0.0004943267143279219,0.000340531811696323,0.0003405318116963233,shellhub-io/shellhub,1998,typescript,133,710,843
polyaxon/polyaxon,0.2732378545352429,0.0004940788893015446,0.0006940409866151004,0.0006940409866150987,polyaxon/polyaxon,3704,unknown,203,770,973
sktime/sktime,0.2780117944397641,0.0004939440440868317,0.0007396103005061799,0.0007396103005061789,sktime/sktime,9746,python,125,865,990
amitness/learning,0.28447065431058693,0.0004937782236918138,0.0008638760831223845,0.0008638760831223846,amitness/learning,6856,unknown,752,261,1013
webcrumbs-community/webcrumbs,0.2479640550407189,0.0004935617755204399,0.00039333121312893493,0.0003933312131289343,webcrumbs-community/webcrumbs,1796,roff,30,853,883
tensorflow/tfjs,0.2707104745857905,0.0004932717428224821,0.0006640301237962891,0.0006640301237962878,tensorflow/tfjs,19115,typescript,108,856,964
zappa/Zappa,0.2693063746138725,0.0004932680667122766,0.0007122758419477786,0.0007122758419477787,zappa/Zappa,3681,python,3,956,959
lazyprogrammer/machine_learning_examples,0.28278573434428533,0.0004928750444961895,0.0008576518629824486,0.0008576518629824484,lazyprogrammer/machine_learning_examples,8867,python,376,631,1007
vercel/ai,0.2555461948890761,0.0004920768424157676,0.0004773159147373838,0.0004773159147373842,vercel/ai,23895,typescript,59,851,910
bytewax/bytewax,0.2771693344566133,0.000491765987686734,0.0008190230774839382,0.0008190230774839384,bytewax/bytewax,1985,python,686,301,987
bee-san/pyWhat,0.2662173546756529,0.0004914572630478177,0.0007042665370879999,0.0007042665370879998,bee-san/pyWhat,7214,python,666,282,948
binhnguyennus/awesome-scalability,0.2555461948890761,0.0004912946899840238,0.0005753588109115796,0.0005753588109115796,binhnguyennus/awesome-scalability,70694,unknown,639,271,910
LeCoupa/awesome-cheatsheets,0.2445942151081157,0.000491271696213461,0.00037281115896055546,0.0003728111589605553,LeCoupa/awesome-cheatsheets,45730,javascript,790,81,871
tensorflow/serving,0.2813816343723673,0.0004912136193360821,0.0008543403485198922,0.0008543403485198921,tensorflow/serving,6348,c++,91,911,1002
replicate/cog,0.2743611345127773,0.0004910881620491919,0.0007165483031765011,0.0007165483031764999,replicate/cog,9406,go,176,801,977
strapi/strapi,0.2476832350463353,0.000490907228387232,0.0004022548511717095,0.0004022548511717091,strapi/strapi,72028,typescript,116,766,882
bytedance/flowgram.ai,0.25358045492839093,0.0004904178104160361,0.00047428809135294773,0.00047428809135294806,bytedance/flowgram.ai,7976,typescript,619,284,903
chiphuyen/stanford-tensorflow-tutorials,0.2816624543667509,0.0004903304020908546,0.0008579276368012239,0.0008579276368012233,chiphuyen/stanford-tensorflow-tutorials,10381,python,669,334,1003
refinedev/refine,0.2485256950294861,0.0004899064348324022,0.000406793954032268,0.0004067939540322679,refinedev/refine,34575,typescript,192,693,885
dot-agent/nextpy,0.2737994945240101,0.0004898905082859758,0.0007754937787037575,0.0007754937787037578,dot-agent/nextpy,2336,python,574,401,975
stanfordnlp/stanza,0.2825049143499017,0.0004893991736372627,0.0008642281850822921,0.000864228185082292,stanfordnlp/stanza,7783,python,121,885,1006
apache/hertzbeat,0.2499297950014041,0.0004886976772846875,0.0004559415202365802,0.00045594152023657996,apache/hertzbeat,7193,java,668,222,890
nixopus/nixopus,0.2493681550126369,0.0004877817467129172,0.0004475826976526869,0.00044758269765268744,nixopus/nixopus,1427,go,262,626,888
pytorch/serve,0.2690255546194889,0.00048777619880415433,0.0006768532640569567,0.0006768532640569568,pytorch/serve,4360,java,196,762,958
keras-team/keras,0.2813816343723673,0.00048729590330877896,0.000861119331141791,0.0008611193311417907,keras-team/keras,64052,python,410,592,1002
deepchecks/deepchecks,0.2816624543667509,0.0004872499980552698,0.0008636611555524882,0.0008636611555524874,deepchecks/deepchecks,4009,python,623,380,1003
ourownstory/neural_prophet,0.2816624543667509,0.0004871777054075757,0.0008634785334208588,0.0008634785334208587,ourownstory/neural_prophet,4268,python,263,740,1003
nautechsystems/nautilus_trader,0.2737994945240101,0.00048709293465387367,0.0008181125899567455,0.000818112589956746,nautechsystems/nautilus_trader,22338,rust,296,679,975
DjangoEx/awesome-python-resources,0.2583543948329121,0.000487028648460858,0.0006630236717809158,0.0006630236717809171,DjangoEx/awesome-python-resources,1450,unknown,877,43,920
httpie/http-prompt,0.2563886548722269,0.000486497289221734,0.0006510709916474762,0.0006510709916474765,httpie/http-prompt,9115,python,449,464,913
invertase/react-native-firebase,0.2342038753159225,0.00048620616037097826,0.00029400878607187785,0.0002940087860718777,invertase/react-native-firebase,12291,typescript,396,438,834
OpenBB-finance/OpenBB,0.2788542544229149,0.0004859379892979277,0.0008582813753953067,0.0008582813753953056,OpenBB-finance/OpenBB,66702,python,853,140,993
d2l-ai/d2l-zh,0.27857343442853133,0.0004857507153139244,0.0008519397712587861,0.0008519397712587865,d2l-ai/d2l-zh,77511,python,642,350,992
AtsushiSakai/PythonRobotics,0.2603201347935973,0.0004857228856066499,0.0007036572955025776,0.0007036572955025767,AtsushiSakai/PythonRobotics,29279,python,907,20,927
apify/crawlee-python,0.2648132547037349,0.0004849537022126646,0.0007086737010489931,0.0007086737010489934,apify/crawlee-python,8832,python,712,231,943
